"","ENSEMBLE_ID","symbol","id_symbol"
"25568","ENSG00000224805","LINC00853","ENSG00000224805;LINC00853"
"50772","ENSG00000270977","ENSG00000270977","ENSG00000270977;ENSG00000270977"
"12413","ENSG00000168746","LINC01620","ENSG00000168746;LINC01620"
"39199","ENSG00000250786","SNHG18","ENSG00000250786;SNHG18"
"4566","ENSG00000116396","KCNC4","ENSG00000116396;KCNC4"
"14922","ENSG00000180861","LINC01559","ENSG00000180861;LINC01559"
"44203","ENSG00000258457","AJUBA-DT","ENSG00000258457;AJUBA-DT"
"51812","ENSG00000272800","ENSG00000272800","ENSG00000272800;ENSG00000272800"
"59534","ENSG00000287292","ENSG00000287292","ENSG00000287292;ENSG00000287292"
"61448","ENSG00000289697","ENSG00000289697","ENSG00000289697;ENSG00000289697"
"5196","ENSG00000121797","CCRL2","ENSG00000121797;CCRL2"
"16607","ENSG00000188107","EYS","ENSG00000188107;EYS"
"39186","ENSG00000250764","ENSG00000250764","ENSG00000250764;ENSG00000250764"
"48996","ENSG00000267179","ENSG00000267179","ENSG00000267179;ENSG00000267179"
"6648","ENSG00000132749","TESMIN","ENSG00000132749;TESMIN"
"10498","ENSG00000160602","NEK8","ENSG00000160602;NEK8"
"17173","ENSG00000196705","ZNF431","ENSG00000196705;ZNF431"
"22663","ENSG00000214146","LINC02026","ENSG00000214146;LINC02026"
"25791","ENSG00000225131","PSME2P2","ENSG00000225131;PSME2P2"
"31885","ENSG00000234129","HCCS-DT","ENSG00000234129;HCCS-DT"
"59210","ENSG00000286964","ENSG00000286964","ENSG00000286964;ENSG00000286964"
"1504","ENSG00000080709","KCNN2","ENSG00000080709;KCNN2"
"3972","ENSG00000111863","ADTRP","ENSG00000111863;ADTRP"
"7754","ENSG00000139044","B4GALNT3","ENSG00000139044;B4GALNT3"
"8125","ENSG00000141540","TTYH2","ENSG00000141540;TTYH2"
"13791","ENSG00000175029","CTBP2","ENSG00000175029;CTBP2"
"14329","ENSG00000177675","CD163L1","ENSG00000177675;CD163L1"
"20289","ENSG00000205930","C21orf62-AS1","ENSG00000205930;C21orf62-AS1"
"57714","ENSG00000285128","ENSG00000285128","ENSG00000285128;ENSG00000285128"
"10171","ENSG00000158106","RHPN1","ENSG00000158106;RHPN1"
"51789","ENSG00000272758","WDR5B-DT","ENSG00000272758;WDR5B-DT"
"57674","ENSG00000285000","ENSG00000285000","ENSG00000285000;ENSG00000285000"
"10189","ENSG00000158270","COLEC12","ENSG00000158270;COLEC12"
"32973","ENSG00000235731","LINC02250","ENSG00000235731;LINC02250"
"39419","ENSG00000251141","MRPS30-DT","ENSG00000251141;MRPS30-DT"
"12459","ENSG00000168917","SLC35G2","ENSG00000168917;SLC35G2"
"20356","ENSG00000206384","COL6A6","ENSG00000206384;COL6A6"
"29056","ENSG00000229980","TOB1-AS1","ENSG00000229980;TOB1-AS1"
"35050","ENSG00000239407","ENSG00000239407","ENSG00000239407;ENSG00000239407"
"43134","ENSG00000256206","ENSG00000256206","ENSG00000256206;ENSG00000256206"
"49214","ENSG00000267444","SMUG1P1","ENSG00000267444;SMUG1P1"
"52293","ENSG00000273702","ENSG00000273702","ENSG00000273702;ENSG00000273702"
"61207","ENSG00000289412","ENSG00000289412","ENSG00000289412;ENSG00000289412"
"1371","ENSG00000077152","UBE2T","ENSG00000077152;UBE2T"
"2140","ENSG00000099953","MMP11","ENSG00000099953;MMP11"
"9833","ENSG00000155093","PTPRN2","ENSG00000155093;PTPRN2"
"16715","ENSG00000188573","FBLL1","ENSG00000188573;FBLL1"
"31158","ENSG00000233056","ERVH48-1","ENSG00000233056;ERVH48-1"
"46532","ENSG00000261459","ENSG00000261459","ENSG00000261459;ENSG00000261459"
"10836","ENSG00000162849","KIF26B","ENSG00000162849;KIF26B"
"4898","ENSG00000119411","BSPRY","ENSG00000119411;BSPRY"
"27318","ENSG00000227355","ENSG00000227355","ENSG00000227355;ENSG00000227355"
"44206","ENSG00000258460","ENSG00000258460","ENSG00000258460;ENSG00000258460"
"56309","ENSG00000281357","ARRDC3-AS1","ENSG00000281357;ARRDC3-AS1"
"851","ENSG00000063046","EIF4B","ENSG00000063046;EIF4B"
"15398","ENSG00000183154","ENSG00000183154","ENSG00000183154;ENSG00000183154"
"32840","ENSG00000235530","TMEM11-DT","ENSG00000235530;TMEM11-DT"
"39609","ENSG00000251409","ENSG00000251409","ENSG00000251409;ENSG00000251409"
"44994","ENSG00000259370","ENSG00000259370","ENSG00000259370;ENSG00000259370"
"51596","ENSG00000272410","ENSG00000272410","ENSG00000272410;ENSG00000272410"
"56618","ENSG00000283103","ENSG00000283103","ENSG00000283103;ENSG00000283103"
"58500","ENSG00000286231","ENSG00000286231","ENSG00000286231;ENSG00000286231"
"62464","ENSG00000291063","ENSG00000291063","ENSG00000291063;ENSG00000291063"
"6889","ENSG00000134369","NAV1","ENSG00000134369;NAV1"
"22254","ENSG00000213316","LTC4S","ENSG00000213316;LTC4S"
"30652","ENSG00000232346","ENSG00000232346","ENSG00000232346;ENSG00000232346"
"30845","ENSG00000232624","LINC01517","ENSG00000232624;LINC01517"
"28517","ENSG00000229195","ENSG00000229195","ENSG00000229195;ENSG00000229195"
"34266","ENSG00000237640","ENSG00000237640","ENSG00000237640;ENSG00000237640"
"42612","ENSG00000255277","ABCC6P2","ENSG00000255277;ABCC6P2"
"11588","ENSG00000165457","FOLR2","ENSG00000165457;FOLR2"
"12122","ENSG00000167601","AXL","ENSG00000167601;AXL"
"176","ENSG00000007264","MATK","ENSG00000007264;MATK"
"4830","ENSG00000118620","ZNF430","ENSG00000118620;ZNF430"
"13621","ENSG00000174099","MSRB3","ENSG00000174099;MSRB3"
"49108","ENSG00000267314","ENSG00000267314","ENSG00000267314;ENSG00000267314"
"53966","ENSG00000277027","RMRP","ENSG00000277027;RMRP"
"58595","ENSG00000286331","ENSG00000286331","ENSG00000286331;ENSG00000286331"
"58865","ENSG00000286606","ENSG00000286606","ENSG00000286606;ENSG00000286606"
"5205","ENSG00000121895","TMEM156","ENSG00000121895;TMEM156"
"13640","ENSG00000174225","ARL13A","ENSG00000174225;ARL13A"
"2025","ENSG00000095370","SH2D3C","ENSG00000095370;SH2D3C"
"24805","ENSG00000223685","LINC00571","ENSG00000223685;LINC00571"
"50705","ENSG00000270872","SRGAP2D","ENSG00000270872;SRGAP2D"
"6441","ENSG00000131409","LRRC4B","ENSG00000131409;LRRC4B"
"13396","ENSG00000172935","MRGPRF","ENSG00000172935;MRGPRF"
"20257","ENSG00000205838","TTC23L","ENSG00000205838;TTC23L"
"45721","ENSG00000260329","TMEM263-DT","ENSG00000260329;TMEM263-DT"
"20198","ENSG00000205609","EIF3CL","ENSG00000205609;EIF3CL"
"36276","ENSG00000242396","ENSG00000242396","ENSG00000242396;ENSG00000242396"
"41799","ENSG00000254333","NDST1-AS1","ENSG00000254333;NDST1-AS1"
"42776","ENSG00000255458","SMIM14-DT","ENSG00000255458;SMIM14-DT"
"43957","ENSG00000258048","PPP1R12A-AS2","ENSG00000258048;PPP1R12A-AS2"
"44893","ENSG00000259250","ENSG00000259250","ENSG00000259250;ENSG00000259250"
"59974","ENSG00000287750","LINC03026","ENSG00000287750;LINC03026"
"58436","ENSG00000286162","ENSG00000286162","ENSG00000286162;ENSG00000286162"
"60780","ENSG00000288983","ENSG00000288983","ENSG00000288983;ENSG00000288983"
"1770","ENSG00000088325","TPX2","ENSG00000088325;TPX2"
"4822","ENSG00000118520","ARG1","ENSG00000118520;ARG1"
"10416","ENSG00000160117","ANKLE1","ENSG00000160117;ANKLE1"
"29622","ENSG00000230782","ENSG00000230782","ENSG00000230782;ENSG00000230782"
"36001","ENSG00000241754","ENSG00000241754","ENSG00000241754;ENSG00000241754"
"47149","ENSG00000263321","ENSG00000263321","ENSG00000263321;ENSG00000263321"
"30023","ENSG00000231389","HLA-DPA1","ENSG00000231389;HLA-DPA1"
"30539","ENSG00000232160","RAP2C-AS1","ENSG00000232160;RAP2C-AS1"
"11509","ENSG00000165091","TMC1","ENSG00000165091;TMC1"
"13144","ENSG00000171843","MLLT3","ENSG00000171843;MLLT3"
"30656","ENSG00000232352","SEMA3B-AS1","ENSG00000232352;SEMA3B-AS1"
"53019","ENSG00000275120","ENSG00000275120","ENSG00000275120;ENSG00000275120"
"1101","ENSG00000070182","SPTB","ENSG00000070182;SPTB"
"3846","ENSG00000111087","GLI1","ENSG00000111087;GLI1"
"13314","ENSG00000172508","CARNS1","ENSG00000172508;CARNS1"
"28375","ENSG00000228971","LINC02607","ENSG00000228971;LINC02607"
"15987","ENSG00000185565","LSAMP","ENSG00000185565;LSAMP"
"22671","ENSG00000214184","GCC2-AS1","ENSG00000214184;GCC2-AS1"
"49873","ENSG00000269043","ENSG00000269043","ENSG00000269043;ENSG00000269043"
"7231","ENSG00000136193","SCRN1","ENSG00000136193;SCRN1"
"15026","ENSG00000181409","AATK","ENSG00000181409;AATK"
"28969","ENSG00000229862","EEF1A1-AS1","ENSG00000229862;EEF1A1-AS1"
"58387","ENSG00000286112","ENSG00000286112","ENSG00000286112;ENSG00000286112"
"62036","ENSG00000290611","CYP2G1P","ENSG00000290611;CYP2G1P"
"14666","ENSG00000179431","FJX1","ENSG00000179431;FJX1"
"52689","ENSG00000274471","ENSG00000274471","ENSG00000274471;ENSG00000274471"
"845","ENSG00000062598","ELMO2","ENSG00000062598;ELMO2"
"4627","ENSG00000116819","TFAP2E","ENSG00000116819;TFAP2E"
"5016","ENSG00000120210","INSL6","ENSG00000120210;INSL6"
"11278","ENSG00000164199","ADGRV1","ENSG00000164199;ADGRV1"
"13419","ENSG00000173040","EVC2","ENSG00000173040;EVC2"
"15081","ENSG00000181778","TMEM252","ENSG00000181778;TMEM252"
"15273","ENSG00000182628","SKA2","ENSG00000182628;SKA2"
"50212","ENSG00000270008","ENSG00000270008","ENSG00000270008;ENSG00000270008"
"59100","ENSG00000286850","ENSG00000286850","ENSG00000286850;ENSG00000286850"
"60718","ENSG00000288919","ENSG00000288919","ENSG00000288919;ENSG00000288919"
"61604","ENSG00000289913","ENSG00000289913","ENSG00000289913;ENSG00000289913"
"26","ENSG00000002726","AOC1","ENSG00000002726;AOC1"
"12343","ENSG00000168405","CMAHP","ENSG00000168405;CMAHP"
"28713","ENSG00000229484","LINC02766","ENSG00000229484;LINC02766"
"49221","ENSG00000267454","ZNF582-DT","ENSG00000267454;ZNF582-DT"
"13074","ENSG00000171533","MAP6","ENSG00000171533;MAP6"
"15042","ENSG00000181524","RPL24P4","ENSG00000181524;RPL24P4"
"44412","ENSG00000258701","LINC00638","ENSG00000258701;LINC00638"
"60078","ENSG00000287856","ENSG00000287856","ENSG00000287856;ENSG00000287856"
"3785","ENSG00000110492","MDK","ENSG00000110492;MDK"
"7436","ENSG00000137265","IRF4","ENSG00000137265;IRF4"
"17348","ENSG00000197283","SYNGAP1","ENSG00000197283;SYNGAP1"
"23185","ENSG00000215704","CELA2B","ENSG00000215704;CELA2B"
"48955","ENSG00000267130","ENSG00000267130","ENSG00000267130;ENSG00000267130"
"49544","ENSG00000268006","PTOV1-AS1","ENSG00000268006;PTOV1-AS1"
"62406","ENSG00000291005","NBPF25P","ENSG00000291005;NBPF25P"
"16057","ENSG00000185834","RPL12P4","ENSG00000185834;RPL12P4"
"17750","ENSG00000198556","ZNF789","ENSG00000198556;ZNF789"
"41257","ENSG00000253669","GASAL1","ENSG00000253669;GASAL1"
"45293","ENSG00000259732","ENSG00000259732","ENSG00000259732;ENSG00000259732"
"45739","ENSG00000260352","SMG1-DT","ENSG00000260352;SMG1-DT"
"49103","ENSG00000267309","ZNF566-AS1","ENSG00000267309;ZNF566-AS1"
"11401","ENSG00000164674","SYTL3","ENSG00000164674;SYTL3"
"16095","ENSG00000185958","FAM186A","ENSG00000185958;FAM186A"
"44374","ENSG00000258658","TOMM20L-DT","ENSG00000258658;TOMM20L-DT"
"6934","ENSG00000134668","SPOCD1","ENSG00000134668;SPOCD1"
"10662","ENSG00000162032","SPSB3","ENSG00000162032;SPSB3"
"15662","ENSG00000184220","CMSS1","ENSG00000184220;CMSS1"
"16116","ENSG00000186026","ZNF284","ENSG00000186026;ZNF284"
"42739","ENSG00000255418","LINC02718","ENSG00000255418;LINC02718"
"9155","ENSG00000149054","ZNF215","ENSG00000149054;ZNF215"
"10988","ENSG00000163406","SLC15A2","ENSG00000163406;SLC15A2"
"23050","ENSG00000215218","UBE2QL1","ENSG00000215218;UBE2QL1"
"37476","ENSG00000248015","ENSG00000248015","ENSG00000248015;ENSG00000248015"
"37786","ENSG00000248587","GDNF-AS1","ENSG00000248587;GDNF-AS1"
"57769","ENSG00000285329","ENSG00000285329","ENSG00000285329;ENSG00000285329"
"61878","ENSG00000290385","ENSG00000290385","ENSG00000290385;ENSG00000290385"
"10769","ENSG00000162620","LRRIQ3","ENSG00000162620;LRRIQ3"
"32603","ENSG00000235169","SMIM1","ENSG00000235169;SMIM1"
"38832","ENSG00000250251","PKD1P6","ENSG00000250251;PKD1P6"
"60435","ENSG00000288602","C8orf44-SGK3","ENSG00000288602;C8orf44-SGK3"
"806","ENSG00000059804","SLC2A3","ENSG00000059804;SLC2A3"
"5888","ENSG00000127129","EDN2","ENSG00000127129;EDN2"
"7220","ENSG00000136149","RPL13AP25","ENSG00000136149;RPL13AP25"
"7954","ENSG00000140403","DNAJA4","ENSG00000140403;DNAJA4"
"11941","ENSG00000166840","GLYATL1","ENSG00000166840;GLYATL1"
"19969","ENSG00000204745","ENSG00000204745","ENSG00000204745;ENSG00000204745"
"44686","ENSG00000259015","ENSG00000259015","ENSG00000259015;ENSG00000259015"
"10912","ENSG00000163116","STPG2","ENSG00000163116;STPG2"
"22538","ENSG00000213888","LINC01521","ENSG00000213888;LINC01521"
"26057","ENSG00000225526","MKRN2OS","ENSG00000225526;MKRN2OS"
"29450","ENSG00000230533","LINC03004","ENSG00000230533;LINC03004"
"7138","ENSG00000135749","PCNX2","ENSG00000135749;PCNX2"
"8313","ENSG00000143147","GPR161","ENSG00000143147;GPR161"
"9715","ENSG00000154118","JPH3","ENSG00000154118;JPH3"
"11764","ENSG00000166153","DEPDC4","ENSG00000166153;DEPDC4"
"32488","ENSG00000235016","SEMA3F-AS1","ENSG00000235016;SEMA3F-AS1"
"37279","ENSG00000245293","CYP2U1-AS1","ENSG00000245293;CYP2U1-AS1"
"50759","ENSG00000270959","LPP-AS2","ENSG00000270959;LPP-AS2"
"57390","ENSG00000284461","ENSG00000284461","ENSG00000284461;ENSG00000284461"
"3010","ENSG00000104953","TLE6","ENSG00000104953;TLE6"
"46977","ENSG00000262539","ENSG00000262539","ENSG00000262539;ENSG00000262539"
"27669","ENSG00000227906","SNAP25-AS1","ENSG00000227906;SNAP25-AS1"
"31938","ENSG00000234199","LINC01191","ENSG00000234199;LINC01191"
"8511","ENSG00000144061","NPHP1","ENSG00000144061;NPHP1"
"12682","ENSG00000169885","CALML6","ENSG00000169885;CALML6"
"14477","ENSG00000178460","MCMDC2","ENSG00000178460;MCMDC2"
"26637","ENSG00000226383","LINC01876","ENSG00000226383;LINC01876"
"28912","ENSG00000229771","ENSG00000229771","ENSG00000229771;ENSG00000229771"
"29671","ENSG00000230847","OCLNP1","ENSG00000230847;OCLNP1"
"60729","ENSG00000288930","ENSG00000288930","ENSG00000288930;ENSG00000288930"
"52307","ENSG00000273724","ENSG00000273724","ENSG00000273724;ENSG00000273724"
"1644","ENSG00000085063","CD59","ENSG00000085063;CD59"
"4797","ENSG00000118308","IRAG2","ENSG00000118308;IRAG2"
"7684","ENSG00000138615","CILP","ENSG00000138615;CILP"
"10231","ENSG00000158560","DYNC1I1","ENSG00000158560;DYNC1I1"
"13847","ENSG00000175305","CCNE2","ENSG00000175305;CCNE2"
"15384","ENSG00000183092","BEGAIN","ENSG00000183092;BEGAIN"
"30979","ENSG00000232811","ENSG00000232811","ENSG00000232811;ENSG00000232811"
"54742","ENSG00000278558","TMEM191B","ENSG00000278558;TMEM191B"
"8190","ENSG00000142089","IFITM3","ENSG00000142089;IFITM3"
"14072","ENSG00000176463","SLCO3A1","ENSG00000176463;SLCO3A1"
"26394","ENSG00000226029","LINC01772","ENSG00000226029;LINC01772"
"62546","ENSG00000291145","PPP5D1P","ENSG00000291145;PPP5D1P"
"12153","ENSG00000167680","SEMA6B","ENSG00000167680;SEMA6B"
"15691","ENSG00000184347","SLIT3","ENSG00000184347;SLIT3"
"29686","ENSG00000230870","FBXW11P1","ENSG00000230870;FBXW11P1"
"39125","ENSG00000250673","REELD1","ENSG00000250673;REELD1"
"49319","ENSG00000267586","LINC00907","ENSG00000267586;LINC00907"
"25891","ENSG00000225285","LINC01770","ENSG00000225285;LINC01770"
"10041","ENSG00000157014","TATDN2","ENSG00000157014;TATDN2"
"11205","ENSG00000164047","CAMP","ENSG00000164047;CAMP"
"56526","ENSG00000282885","ENSG00000282885","ENSG00000282885;ENSG00000282885"
"60544","ENSG00000288741","ENSG00000288741","ENSG00000288741;ENSG00000288741"
"61688","ENSG00000289997","ENSG00000289997","ENSG00000289997;ENSG00000289997"
"9338","ENSG00000150967","ABCB9","ENSG00000150967;ABCB9"
"10885","ENSG00000163013","FBXO41","ENSG00000163013;FBXO41"
"13607","ENSG00000173991","TCAP","ENSG00000173991;TCAP"
"13937","ENSG00000175773","ZBTB44-DT","ENSG00000175773;ZBTB44-DT"
"32274","ENSG00000234705","HMGA1P4","ENSG00000234705;HMGA1P4"
"9915","ENSG00000155962","CLIC2","ENSG00000155962;CLIC2"
"61880","ENSG00000290387","SORD2P","ENSG00000290387;SORD2P"
"8615","ENSG00000144815","NXPE3","ENSG00000144815;NXPE3"
"13755","ENSG00000174871","CNIH2","ENSG00000174871;CNIH2"
"16968","ENSG00000196126","HLA-DRB1","ENSG00000196126;HLA-DRB1"
"25193","ENSG00000224272","ENSG00000224272","ENSG00000224272;ENSG00000224272"
"27263","ENSG00000227268","KLLN","ENSG00000227268;KLLN"
"39516","ENSG00000251279","SMIM15-AS1","ENSG00000251279;SMIM15-AS1"
"15584","ENSG00000183856","IQGAP3","ENSG00000183856;IQGAP3"
"19914","ENSG00000204616","TRIM31","ENSG00000204616;TRIM31"
"34333","ENSG00000237742","HEY2-AS1","ENSG00000237742;HEY2-AS1"
"38717","ENSG00000250067","YJEFN3","ENSG00000250067;YJEFN3"
"13326","ENSG00000172575","RASGRP1","ENSG00000172575;RASGRP1"
"37337","ENSG00000246089","MCPH1-DT","ENSG00000246089;MCPH1-DT"
"42947","ENSG00000255753","ENSG00000255753","ENSG00000255753;ENSG00000255753"
"51694","ENSG00000272583","ENSG00000272583","ENSG00000272583;ENSG00000272583"
"58036","ENSG00000285737","LINC02680","ENSG00000285737;LINC02680"
"5483","ENSG00000124216","SNAI1","ENSG00000124216;SNAI1"
"13763","ENSG00000174912","METTL15P1","ENSG00000174912;METTL15P1"
"57047","ENSG00000283765","ENSG00000283765","ENSG00000283765;ENSG00000283765"
"15734","ENSG00000184515","BEX5","ENSG00000184515;BEX5"
"24061","ENSG00000221886","ZBED8","ENSG00000221886;ZBED8"
"39014","ENSG00000250508","LINC02701","ENSG00000250508;LINC02701"
"60587","ENSG00000288784","CTAGE4","ENSG00000288784;CTAGE4"
"4947","ENSG00000119714","GPR68","ENSG00000119714;GPR68"
"11098","ENSG00000163704","PRRT3","ENSG00000163704;PRRT3"
"6187","ENSG00000129951","PLPPR3","ENSG00000129951;PLPPR3"
"9154","ENSG00000149050","ZNF214","ENSG00000149050;ZNF214"
"49996","ENSG00000269439","PGLS-DT","ENSG00000269439;PGLS-DT"
"920","ENSG00000065308","TRAM2","ENSG00000065308;TRAM2"
"48259","ENSG00000265758","LINC01900","ENSG00000265758;LINC01900"
"56207","ENSG00000280670","CCDC163","ENSG00000280670;CCDC163"
"13753","ENSG00000174844","DNAH12","ENSG00000174844;DNAH12"
"57782","ENSG00000285382","ENSG00000285382","ENSG00000285382;ENSG00000285382"
"5054","ENSG00000120498","TEX11","ENSG00000120498;TEX11"
"32739","ENSG00000235374","SSR4P1","ENSG00000235374;SSR4P1"
"52646","ENSG00000274386","TMEM269","ENSG00000274386;TMEM269"
"2264","ENSG00000100321","SYNGR1","ENSG00000100321;SYNGR1"
"8341","ENSG00000143248","RGS5","ENSG00000143248;RGS5"
"12704","ENSG00000169962","TAS1R3","ENSG00000169962;TAS1R3"
"55378","ENSG00000279443","ENSG00000279443","ENSG00000279443;ENSG00000279443"
"62395","ENSG00000290994","FAM86C2P","ENSG00000290994;FAM86C2P"
"2844","ENSG00000103647","CORO2B","ENSG00000103647;CORO2B"
"15478","ENSG00000183496","MEX3B","ENSG00000183496;MEX3B"
"34461","ENSG00000237937","LINC02702","ENSG00000237937;LINC02702"
"37832","ENSG00000248664","ENSG00000248664","ENSG00000248664;ENSG00000248664"
"62467","ENSG00000291066","ENSG00000291066","ENSG00000291066;ENSG00000291066"
"9471","ENSG00000151952","TMEM132D","ENSG00000151952;TMEM132D"
"37414","ENSG00000247134","ENSG00000247134","ENSG00000247134;ENSG00000247134"
"12155","ENSG00000167693","NXN","ENSG00000167693;NXN"
"16278","ENSG00000186666","BCDIN3D","ENSG00000186666;BCDIN3D"
"28328","ENSG00000228889","UBAC2-AS1","ENSG00000228889;UBAC2-AS1"
"41865","ENSG00000254418","SPON1-AS1","ENSG00000254418;SPON1-AS1"
"50260","ENSG00000270106","TSNAX-DISC1","ENSG00000270106;TSNAX-DISC1"
"62325","ENSG00000290924","ENSG00000290924","ENSG00000290924;ENSG00000290924"
"3811","ENSG00000110799","VWF","ENSG00000110799;VWF"
"50877","ENSG00000271147","ARMCX5-GPRASP2","ENSG00000271147;ARMCX5-GPRASP2"
"15831","ENSG00000184956","MUC6","ENSG00000184956;MUC6"
"9765","ENSG00000154485","MMP21","ENSG00000154485;MMP21"
"19651","ENSG00000203867","RBM20","ENSG00000203867;RBM20"
"58743","ENSG00000286481","ENSG00000286481","ENSG00000286481;ENSG00000286481"
"2617","ENSG00000102043","MTMR8","ENSG00000102043;MTMR8"
"9416","ENSG00000151575","TEX9","ENSG00000151575;TEX9"
"10590","ENSG00000161298","ZNF382","ENSG00000161298;ZNF382"
"25359","ENSG00000224511","LINC00365","ENSG00000224511;LINC00365"
"7243","ENSG00000136247","ZDHHC4","ENSG00000136247;ZDHHC4"
"8566","ENSG00000144488","ESPNL","ENSG00000144488;ESPNL"
"15790","ENSG00000184786","DYNLT2","ENSG00000184786;DYNLT2"
"58636","ENSG00000286373","ENSG00000286373","ENSG00000286373;ENSG00000286373"
"60870","ENSG00000289074","ENSG00000289074","ENSG00000289074;ENSG00000289074"
"62530","ENSG00000291129","PPIEL","ENSG00000291129;PPIEL"
"681","ENSG00000050438","SLC4A8","ENSG00000050438;SLC4A8"
"29966","ENSG00000231298","MANCR","ENSG00000231298;MANCR"
"37569","ENSG00000248240","ENSG00000248240","ENSG00000248240;ENSG00000248240"
"51940","ENSG00000273025","ENSG00000273025","ENSG00000273025;ENSG00000273025"
"52257","ENSG00000273619","ENSG00000273619","ENSG00000273619;ENSG00000273619"
"11746","ENSG00000166104","ENSG00000166104","ENSG00000166104;ENSG00000166104"
"23823","ENSG00000220842","RPL21P16","ENSG00000220842;RPL21P16"
"38158","ENSG00000249173","LINC01093","ENSG00000249173;LINC01093"
"39773","ENSG00000251634","NAIPP4","ENSG00000251634;NAIPP4"
"60555","ENSG00000288752","ENSG00000288752","ENSG00000288752;ENSG00000288752"
"10747","ENSG00000162543","UBXN10","ENSG00000162543;UBXN10"
"11918","ENSG00000166770","ZNF667-AS1","ENSG00000166770;ZNF667-AS1"
"36204","ENSG00000242242","NECTIN3-AS1","ENSG00000242242;NECTIN3-AS1"
"38525","ENSG00000249773","ENSG00000249773","ENSG00000249773;ENSG00000249773"
"2269","ENSG00000100336","APOL4","ENSG00000100336;APOL4"
"3225","ENSG00000105967","TFEC","ENSG00000105967;TFEC"
"14710","ENSG00000179715","PCED1B","ENSG00000179715;PCED1B"
"16540","ENSG00000187860","CCDC157","ENSG00000187860;CCDC157"
"16619","ENSG00000188163","FAM166A","ENSG00000188163;FAM166A"
"60558","ENSG00000288755","ENSG00000288755","ENSG00000288755;ENSG00000288755"
"980","ENSG00000066629","EML1","ENSG00000066629;EML1"
"4561","ENSG00000116299","ELAPOR1","ENSG00000116299;ELAPOR1"
"7096","ENSG00000135519","KCNH3","ENSG00000135519;KCNH3"
"10033","ENSG00000156966","B3GNT7","ENSG00000156966;B3GNT7"
"28305","ENSG00000228852","ENSG00000228852","ENSG00000228852;ENSG00000228852"
"33769","ENSG00000236915","CLCA4-AS1","ENSG00000236915;CLCA4-AS1"
"52006","ENSG00000273145","ENSG00000273145","ENSG00000273145;ENSG00000273145"
"55963","ENSG00000280187","ENSG00000280187","ENSG00000280187;ENSG00000280187"
"4776","ENSG00000118156","ZNF541","ENSG00000118156;ZNF541"
"5470","ENSG00000124193","SRSF6","ENSG00000124193;SRSF6"
"11430","ENSG00000164764","SBSPON","ENSG00000164764;SBSPON"
"26349","ENSG00000225964","NRIR","ENSG00000225964;NRIR"
"62451","ENSG00000291050","TEKT4P2","ENSG00000291050;TEKT4P2"
"7732","ENSG00000138778","CENPE","ENSG00000138778;CENPE"
"7981","ENSG00000140527","WDR93","ENSG00000140527;WDR93"
"3041","ENSG00000105146","AURKC","ENSG00000105146;AURKC"
"5508","ENSG00000124343","XG","ENSG00000124343;XG"
"8666","ENSG00000145244","CORIN","ENSG00000145244;CORIN"
"13853","ENSG00000175322","ZNF519","ENSG00000175322;ZNF519"
"56192","ENSG00000280594","BTG3-AS1","ENSG00000280594;BTG3-AS1"
"58266","ENSG00000285986","ENSG00000285986","ENSG00000285986;ENSG00000285986"
"1377","ENSG00000077264","PAK3","ENSG00000077264;PAK3"
"22975","ENSG00000215014","ENSG00000215014","ENSG00000215014;ENSG00000215014"
"48812","ENSG00000266947","ENSG00000266947","ENSG00000266947;ENSG00000266947"
"6408","ENSG00000131153","GINS2","ENSG00000131153;GINS2"
"12812","ENSG00000170448","NFXL1","ENSG00000170448;NFXL1"
"17859","ENSG00000198821","CD247","ENSG00000198821;CD247"
"38107","ENSG00000249087","ZNF436-AS1","ENSG00000249087;ZNF436-AS1"
"51548","ENSG00000272324","DAP-DT","ENSG00000272324;DAP-DT"
"58195","ENSG00000285907","ENSG00000285907","ENSG00000285907;ENSG00000285907"
"5236","ENSG00000122140","MRPS2","ENSG00000122140;MRPS2"
"8965","ENSG00000147437","GNRH1","ENSG00000147437;GNRH1"
"11498","ENSG00000165046","LETM2","ENSG00000165046;LETM2"
"16024","ENSG00000185697","MYBL1","ENSG00000185697;MYBL1"
"34533","ENSG00000238035","ENSG00000238035","ENSG00000238035;ENSG00000238035"
"46446","ENSG00000261338","ENSG00000261338","ENSG00000261338;ENSG00000261338"
"5874","ENSG00000126947","ARMCX1","ENSG00000126947;ARMCX1"
"7884","ENSG00000139890","REM2","ENSG00000139890;REM2"
"9309","ENSG00000150636","CCDC102B","ENSG00000150636;CCDC102B"
"51528","ENSG00000272274","LINC00551","ENSG00000272274;LINC00551"
"7000","ENSG00000135063","ENTREP1","ENSG00000135063;ENTREP1"
"26372","ENSG00000226002","GTF2IP14","ENSG00000226002;GTF2IP14"
"60442","ENSG00000288610","ENSG00000288610","ENSG00000288610;ENSG00000288610"
"5162","ENSG00000121410","A1BG","ENSG00000121410;A1BG"
"9845","ENSG00000155254","MARVELD1","ENSG00000155254;MARVELD1"
"10915","ENSG00000163126","ANKRD23","ENSG00000163126;ANKRD23"
"25128","ENSG00000224165","DNAJC27-AS1","ENSG00000224165;DNAJC27-AS1"
"34466","ENSG00000237943","PRKCQ-AS1","ENSG00000237943;PRKCQ-AS1"
"39361","ENSG00000251034","ENSG00000251034","ENSG00000251034;ENSG00000251034"
